image_id,subj,obj,near_metric,dist3d,gold_near,gold_any,gold_contact,pred,gold
group_1/000143,0,4,0.000000,0.216890,0,1,0,to the right of;in front of;near,in front of
group_1/000143,0,5,0.000000,0.253389,0,1,0,in front of;near,in front of
group_1/000143,0,6,0.431634,0.277612,0,0,0,to the left of;in front of;near,
group_1/000143,0,7,0.608400,0.392962,0,0,0,to the left of;in front of;near,
group_1/000143,0,8,0.000000,0.333547,0,1,0,to the left of;in front of;near,in front of
group_1/000143,0,9,0.101954,0.223936,0,0,0,to the right of;in front of;near,
group_1/000143,0,10,0.000000,0.258329,0,1,0,to the left of;in front of;near,in front of
group_1/000143,0,11,1.806796,0.805257,0,0,0,to the left of;in front of,
group_1/000143,0,12,1.445721,0.735535,0,0,0,to the left of;in front of,
group_1/000143,0,13,0.000000,0.320882,0,0,0,to the left of;in front of;near,
group_1/000143,0,14,4.271220,0.771973,0,0,0,to the left of;in front of,
group_1/000143,1,0,0.991836,0.320848,0,0,0,to the right of;behind;near,
group_1/000143,1,2,1.418333,0.178615,0,0,0,to the right of;in front of,
group_1/000143,1,3,2.724009,0.358096,0,0,0,to the right of;behind,
group_1/000143,1,4,2.822507,0.361796,0,0,0,to the right of;behind,
group_1/000143,1,5,2.758126,0.273920,0,0,0,to the right of,
group_1/000143,1,6,0.730102,0.123130,0,0,0,to the right of;near,
group_1/000143,1,7,0.237460,0.148484,0,0,0,to the right of;in front of;near,
group_1/000143,1,8,2.537734,0.235658,0,0,0,to the right of;in front of,
group_1/000143,1,9,4.454777,0.334637,0,0,0,to the right of,
group_1/000143,1,10,1.542695,0.187157,0,0,0,to the right of;in front of,
group_1/000143,1,11,1.204757,0.548374,0,0,0,to the left of;in front of;near,
group_1/000143,1,12,0.950027,0.490445,0,0,0,to the left of;in front of;near,
group_1/000143,1,13,1.105528,0.175445,0,0,0,to the right of;in front of;near,
group_1/000143,1,14,6.675414,0.539117,0,0,0,to the left of;in front of,
group_1/000143,2,0,0.925109,0.412832,0,0,0,to the right of;behind;near,
group_1/000143,2,1,1.418333,0.178615,0,0,0,to the left of;behind,
group_1/000143,2,3,3.124996,0.375930,0,0,0,to the right of;behind,
group_1/000143,2,4,3.450313,0.383578,0,0,0,to the right of;behind,
group_1/000143,2,5,3.081891,0.241281,0,0,0,to the right of;behind,
group_1/000143,2,6,0.602384,0.154735,0,0,0,to the right of;behind;near,
group_1/000143,2,7,0.000000,0.035577,0,1,1,on,on
group_1/000143,2,8,2.652361,0.162942,0,0,0,to the right of,
group_1/000143,2,9,5.729365,0.338587,0,0,0,to the right of;behind,
group_1/000143,2,10,1.546530,0.181257,0,0,0,to the right of;behind,
group_1/000143,2,11,1.280752,0.427937,0,0,0,to the left of;in front of;near,
group_1/000143,2,12,0.648674,0.342499,0,0,0,to the left of;in front of;near,
group_1/000143,2,13,1.645515,0.143358,0,0,0,to the right of,
group_1/000143,2,14,6.840820,0.390133,0,0,0,to the left of;in front of,
group_1/000143,3,0,0.000000,0.219193,0,1,0,to the left of;behind;near,behind
group_1/000143,3,1,2.724009,0.358096,0,0,0,to the left of;in front of,
group_1/000143,3,2,3.124996,0.375930,0,0,0,to the left of;in front of,
group_1/000143,3,4,0.000000,0.010479,0,1,1,on,on
group_1/000143,3,5,0.437212,0.157690,0,0,0,to the left of;in front of;near,
group_1/000143,3,6,2.147842,0.250583,0,0,0,to the left of;in front of,
group_1/000143,3,7,2.010102,0.359697,0,0,0,to the left of;in front of,
group_1/000143,3,8,1.506103,0.227786,0,0,0,to the left of;in front of,
group_1/000143,3,9,0.000000,0.044300,0,1,1,under;to the left of,under
group_1/000143,3,10,1.066114,0.198267,0,0,0,to the left of;in front of;near,
group_1/000143,3,11,2.948386,0.791816,0,0,0,to the left of;in front of,
group_1/000143,3,12,2.640602,0.694045,0,0,0,to the left of;in front of,
group_1/000143,3,13,1.526045,0.245705,0,0,0,to the left of;in front of,
group_1/000143,3,14,8.431160,0.732708,0,0,0,to the left of;in front of,
group_1/000143,4,0,0.000000,0.216890,0,1,0,to the left of;behind;near,behind
group_1/000143,4,1,2.822507,0.361796,0,0,0,to the left of;in front of,
group_1/000143,4,2,3.450313,0.383578,0,0,0,to the left of;in front of,
group_1/000143,4,3,0.000000,0.010479,0,1,1,under,under
group_1/000143,4,5,0.505742,0.167208,0,0,0,to the left of;in front of;near,
group_1/000143,4,6,2.231146,0.255945,0,0,0,to the left of;in front of,
group_1/000143,4,7,2.100106,0.366715,0,0,0,to the left of;in front of,
group_1/000143,4,8,1.829709,0.236281,0,0,0,to the left of;in front of,
group_1/000143,4,9,0.000000,0.054441,0,0,0,under;to the left of,
group_1/000143,4,10,1.089770,0.205237,0,0,0,to the left of;in front of;near,
group_1/000143,4,11,3.053497,0.800562,0,0,0,to the left of;in front of,
group_1/000143,4,12,2.763757,0.703172,0,0,0,to the left of;in front of,
group_1/000143,4,13,1.618298,0.252302,0,0,0,to the left of;in front of,
group_1/000143,4,14,9.267131,0.742111,0,0,0,to the left of;in front of,
group_1/000143,5,0,0.000000,0.253389,0,1,0,behind;near,behind
group_1/000143,5,1,2.758126,0.273920,0,0,0,to the left of,
group_1/000143,5,2,3.081891,0.241281,0,0,0,to the left of;in front of,
group_1/000143,5,3,0.437212,0.157690,0,0,0,to the right of;behind;near,
group_1/000143,5,4,0.505742,0.167208,0,0,0,to the right of;behind;near,
group_1/000143,5,6,1.959003,0.159630,0,0,0,to the left of;in front of,
group_1/000143,5,7,1.835934,0.234492,0,0,0,to the left of;in front of,
group_1/000143,5,8,0.738665,0.110619,0,0,0,to the left of;in front of;near,
group_1/000143,5,9,1.248918,0.114203,0,0,0,to the right of;near,
group_1/000143,5,10,0.478300,0.093049,0,0,0,to the left of;near,
group_1/000143,5,11,2.908716,0.640248,0,0,0,to the left of;in front of,
group_1/000143,5,12,2.519456,0.544397,0,0,0,to the left of;in front of,
group_1/000143,5,13,1.000577,0.148628,0,0,0,to the left of;in front of;near,
group_1/000143,5,14,10.213357,0.580324,0,0,0,to the left of;in front of,
group_1/000143,6,0,0.431634,0.277612,0,0,0,to the right of;behind;near,
group_1/000143,6,1,0.730102,0.123130,0,0,0,to the left of;near,
group_1/000143,6,2,0.602384,0.154735,0,0,0,to the left of;in front of;near,
group_1/000143,6,3,2.147842,0.250583,0,0,0,to the right of;behind,
group_1/000143,6,4,2.231146,0.255945,0,0,0,to the right of;behind,
group_1/000143,6,5,1.959003,0.159630,0,0,0,to the right of;behind,
group_1/000143,6,7,0.108180,0.127265,0,0,0,to the left of;in front of;near,
group_1/000143,6,8,1.241962,0.120738,0,0,0,to the right of;in front of;near,
group_1/000143,6,9,3.956239,0.222128,0,0,0,to the right of;behind,
group_1/000143,6,10,0.592820,0.067371,0,0,0,to the right of;in front of;near,
group_1/000143,6,11,1.992463,0.578777,0,0,0,to the left of;in front of,
group_1/000143,6,12,1.505623,0.497068,0,0,0,to the left of;in front of,
group_1/000143,6,13,0.000000,0.065676,0,1,0,to the right of;in front of;near,in front of
group_1/000143,6,14,8.193199,0.543493,0,0,0,to the left of;in front of,
group_1/000143,7,0,0.608400,0.392962,0,0,0,to the right of;behind;near,
group_1/000143,7,1,0.237460,0.148484,0,0,0,to the left of;behind;near,
group_1/000143,7,2,0.000000,0.035577,0,1,1,under,under
group_1/000143,7,3,2.010102,0.359697,0,0,0,to the right of;behind,
group_1/000143,7,4,2.100106,0.366715,0,0,0,to the right of;behind,
group_1/000143,7,5,1.835934,0.234492,0,0,0,to the right of;behind,
group_1/000143,7,6,0.108180,0.127265,0,0,0,to the right of;behind;near,
group_1/000143,7,8,1.340346,0.155248,0,0,0,to the right of;near,
group_1/000143,7,9,3.183685,0.324682,0,0,0,to the right of;behind,
group_1/000143,7,10,0.841858,0.163619,0,0,0,to the right of;behind;near,
group_1/000143,7,11,1.005486,0.455421,0,0,0,to the left of;in front of;near,
group_1/000143,7,12,0.453485,0.373077,0,0,0,to the left of;in front of;near,
group_1/000143,7,13,0.340109,0.121628,0,0,0,to the right of;behind;near,
group_1/000143,7,14,4.211482,0.422137,0,0,0,to the left of;in front of,
group_1/000143,8,0,0.000000,0.333547,0,1,0,to the right of;behind;near,behind
group_1/000143,8,1,2.537734,0.235658,0,0,0,to the left of;behind,
group_1/000143,8,2,2.652361,0.162942,0,0,0,to the left of,
group_1/000143,8,3,1.506103,0.227786,0,0,0,to the right of;behind,
group_1/000143,8,4,1.829709,0.236281,0,0,0,to the right of;behind,
group_1/000143,8,5,0.738665,0.110619,0,0,0,to the right of;behind;near,
group_1/000143,8,6,1.241962,0.120738,0,0,0,to the left of;behind;near,
group_1/000143,8,7,1.340346,0.155248,0,0,0,to the left of;near,
group_1/000143,8,9,3.513597,0.189903,0,0,0,to the right of;behind,
group_1/000143,8,10,0.000000,0.082209,0,1,1,behind;near,on
group_1/000143,8,11,2.787538,0.572882,0,0,0,to the left of;in front of,
group_1/000143,8,12,2.346912,0.471355,0,0,0,to the left of;in front of,
group_1/000143,8,13,0.578099,0.068598,0,0,0,to the left of;near,
group_1/000143,8,14,13.350991,0.513932,0,0,0,to the left of;in front of,
group_1/000143,9,0,0.101954,0.223936,0,0,0,to the left of;behind;near,
group_1/000143,9,1,4.454777,0.334637,0,0,0,to the left of,
group_1/000143,9,2,5.729365,0.338587,0,0,0,to the left of;in front of,
group_1/000143,9,3,0.000000,0.044300,0,1,1,on;to the right of,on
group_1/000143,9,4,0.000000,0.054441,0,0,0,on;to the right of,
group_1/000143,9,5,1.248918,0.114203,0,0,0,to the left of;near,
group_1/000143,9,6,3.956239,0.222128,0,0,0,to the left of;in front of,
group_1/000143,9,7,3.183685,0.324682,0,0,0,to the left of;in front of,
group_1/000143,9,8,3.513597,0.189903,0,0,0,to the left of;in front of,
group_1/000143,9,10,2.141424,0.164021,0,0,0,to the left of;in front of,
group_1/000143,9,11,3.721740,0.750363,0,0,0,to the left of;in front of,
group_1/000143,9,12,3.453261,0.652236,0,0,0,to the left of;in front of,
group_1/000143,9,13,3.301759,0.214130,0,0,0,to the left of;in front of,
group_1/000143,9,14,15.384257,0.690005,0,0,0,to the left of;in front of,
group_1/000143,10,0,0.000000,0.258329,0,1,0,to the right of;behind;near,behind
group_1/000143,10,1,1.542695,0.187157,0,0,0,to the left of;behind,
group_1/000143,10,2,1.546530,0.181257,0,0,0,to the left of;in front of,
group_1/000143,10,3,1.066114,0.198267,0,0,0,to the right of;behind;near,
group_1/000143,10,4,1.089770,0.205237,0,0,0,to the right of;behind;near,
group_1/000143,10,5,0.478300,0.093049,0,0,0,to the right of;near,
group_1/000143,10,6,0.592820,0.067371,0,0,0,to the left of;behind;near,
group_1/000143,10,7,0.841858,0.163619,0,0,0,to the left of;in front of;near,
group_1/000143,10,8,0.000000,0.082209,0,1,1,in front of;near,under
group_1/000143,10,9,2.141424,0.164021,0,0,0,to the right of;behind,
group_1/000143,10,11,2.354871,0.603473,0,0,0,to the left of;in front of,
group_1/000143,10,12,1.921351,0.513817,0,0,0,to the left of;in front of,
group_1/000143,10,13,0.000000,0.070387,0,1,0,to the left of;in front of;near,in front of
group_1/000143,10,14,8.520817,0.556433,0,0,0,to the left of;in front of,
group_1/000143,11,0,1.806796,0.805257,0,0,0,to the right of;behind,
group_1/000143,11,1,1.204757,0.548374,0,0,0,to the right of;behind;near,
group_1/000143,11,2,1.280752,0.427937,0,0,0,to the right of;behind;near,
group_1/000143,11,3,2.948386,0.791816,0,0,0,to the right of;behind,
group_1/000143,11,4,3.053497,0.800562,0,0,0,to the right of;behind,
group_1/000143,11,5,2.908716,0.640248,0,0,0,to the right of;behind,
group_1/000143,11,6,1.992463,0.578777,0,0,0,to the right of;behind,
group_1/000143,11,7,1.005486,0.455421,0,0,0,to the right of;behind;near,
group_1/000143,11,8,2.787538,0.572882,0,0,0,to the right of;behind,
group_1/000143,11,9,3.721740,0.750363,0,0,0,to the right of;behind,
group_1/000143,11,10,2.354871,0.603473,0,0,0,to the right of;behind,
group_1/000143,11,12,0.000000,0.129573,0,1,0,to the right of;near,to the right of
group_1/000143,11,13,2.305659,0.569639,0,0,0,to the right of;behind,
group_1/000143,11,14,0.111205,0.120041,0,0,0,to the right of;near,
group_1/000143,12,0,1.445721,0.735535,0,0,0,to the right of;behind,
group_1/000143,12,1,0.950027,0.490445,0,0,0,to the right of;behind;near,
group_1/000143,12,2,0.648674,0.342499,0,0,0,to the right of;behind;near,
group_1/000143,12,3,2.640602,0.694045,0,0,0,to the right of;behind,
group_1/000143,12,4,2.763757,0.703172,0,0,0,to the right of;behind,
group_1/000143,12,5,2.519456,0.544397,0,0,0,to the right of;behind,
group_1/000143,12,6,1.505623,0.497068,0,0,0,to the right of;behind,
group_1/000143,12,7,0.453485,0.373077,0,0,0,to the right of;behind;near,
group_1/000143,12,8,2.346912,0.471355,0,0,0,to the right of;behind,
group_1/000143,12,9,3.453261,0.652236,0,0,0,to the right of;behind,
group_1/000143,12,10,1.921351,0.513817,0,0,0,to the right of;behind,
group_1/000143,12,11,0.000000,0.129573,0,1,0,to the left of;near,to the left of
group_1/000143,12,13,1.860456,0.476684,0,0,0,to the right of;behind,
group_1/000143,12,14,0.000000,0.060450,0,0,0,near,
group_1/000143,13,0,0.000000,0.320882,0,0,0,to the right of;behind;near,
group_1/000143,13,1,1.105528,0.175445,0,0,0,to the left of;behind;near,
group_1/000143,13,2,1.645515,0.143358,0,0,0,to the left of,
group_1/000143,13,3,1.526045,0.245705,0,0,0,to the right of;behind,
group_1/000143,13,4,1.618298,0.252302,0,0,0,to the right of;behind,
group_1/000143,13,5,1.000577,0.148628,0,0,0,to the right of;behind;near,
group_1/000143,13,6,0.000000,0.065676,0,1,0,to the left of;behind;near,behind
group_1/000143,13,7,0.340109,0.121628,0,0,0,to the left of;in front of;near,
group_1/000143,13,8,0.578099,0.068598,0,0,0,to the right of;near,
group_1/000143,13,9,3.301759,0.214130,0,0,0,to the right of;behind,
group_1/000143,13,10,0.000000,0.070387,0,1,0,to the right of;behind;near,behind
group_1/000143,13,11,2.305659,0.569639,0,0,0,to the left of;in front of,
group_1/000143,13,12,1.860456,0.476684,0,0,0,to the left of;in front of,
group_1/000143,13,14,11.210796,0.523703,0,0,0,to the left of;in front of,
group_1/000143,14,0,4.271220,0.771973,0,0,0,to the right of;behind,
group_1/000143,14,1,6.675414,0.539117,0,0,0,to the right of;behind,
group_1/000143,14,2,6.840820,0.390133,0,0,0,to the right of;behind,
group_1/000143,14,3,8.431160,0.732708,0,0,0,to the right of;behind,
group_1/000143,14,4,9.267131,0.742111,0,0,0,to the right of;behind,
group_1/000143,14,5,10.213357,0.580324,0,0,0,to the right of;behind,
group_1/000143,14,6,8.193199,0.543493,0,0,0,to the right of;behind,
group_1/000143,14,7,4.211482,0.422137,0,0,0,to the right of;behind,
group_1/000143,14,8,13.350991,0.513932,0,0,0,to the right of;behind,
group_1/000143,14,9,15.384257,0.690005,0,0,0,to the right of;behind,
group_1/000143,14,10,8.520817,0.556433,0,0,0,to the right of;behind,
group_1/000143,14,11,0.111205,0.120041,0,0,0,to the left of;near,
group_1/000143,14,12,0.000000,0.060450,0,0,0,near,
group_1/000143,14,13,11.210796,0.523703,0,0,0,to the right of;behind,
group_1/000144,0,1,0.840984,0.330426,0,0,0,to the left of;in front of;near,
group_1/000144,0,2,0.699755,0.421796,0,0,0,to the left of;in front of;near,
group_1/000144,0,3,0.000000,0.245157,0,0,0,to the right of;in front of;near,
group_1/000144,0,4,0.000000,0.247337,0,0,0,to the right of;in front of;near,
group_1/000144,0,5,0.000000,0.271160,0,1,0,to the right of;in front of;near,in front of
group_1/000144,0,6,0.246665,0.263794,0,0,0,to the left of;in front of;near,
group_1/000144,0,7,0.398901,0.397530,0,0,0,to the left of;in front of;near,
group_1/000144,0,8,0.000000,0.243080,0,1,0,to the left of;in front of;near,in front of
group_1/000144,0,9,0.300142,0.243733,0,0,0,to the right of;in front of;near,
group_1/000144,0,10,0.203824,0.271737,0,0,0,to the left of;in front of;near,
group_1/000144,0,11,1.575372,0.808842,0,0,0,to the left of;in front of,
group_1/000144,0,12,1.206327,0.751146,0,0,0,to the left of;in front of;near,
group_1/000144,0,13,3.966003,0.781765,0,0,0,to the left of;in front of,
group_1/000144,1,0,0.840984,0.330426,0,0,0,to the right of;behind;near,
group_1/000144,1,2,1.444504,0.182094,0,0,0,to the right of;in front of,
group_1/000144,1,3,2.655515,0.356391,0,0,0,to the right of;behind,
group_1/000144,1,4,2.624180,0.361540,0,0,0,to the right of;behind,
group_1/000144,1,5,2.906957,0.285091,0,0,0,to the right of,
group_1/000144,1,6,0.645789,0.120766,0,0,0,to the right of;near,
group_1/000144,1,7,0.274190,0.148299,0,0,0,to the right of;in front of;near,
group_1/000144,1,8,2.627778,0.226600,0,0,0,to the right of;behind,
group_1/000144,1,9,4.852068,0.342458,0,0,0,to the right of;behind,
group_1/000144,1,10,1.112000,0.130110,0,0,0,to the right of;in front of;near,
group_1/000144,1,11,1.116590,0.544934,0,0,0,to the left of;in front of;near,
group_1/000144,1,12,0.940664,0.497759,0,0,0,to the left of;in front of;near,
group_1/000144,1,13,6.863686,0.540030,0,0,0,to the left of;in front of,
group_1/000144,2,0,0.699755,0.421796,0,0,0,to the right of;behind;near,
group_1/000144,2,1,1.444504,0.182094,0,0,0,to the left of;behind,
group_1/000144,2,3,2.829207,0.363929,0,0,0,to the right of;behind,
group_1/000144,2,4,2.925885,0.370452,0,0,0,to the right of;behind,
group_1/000144,2,5,2.948025,0.243822,0,0,0,to the right of;behind,
group_1/000144,2,6,0.479875,0.170268,0,0,0,to the right of;behind;near,
group_1/000144,2,7,0.000000,0.038598,0,1,1,on,on
group_1/000144,2,8,2.321906,0.209507,0,0,0,to the right of;behind,
group_1/000144,2,9,5.727524,0.338353,0,0,0,to the right of;behind,
group_1/000144,2,10,1.776659,0.159375,0,0,0,to the right of;behind,
group_1/000144,2,11,1.136078,0.423711,0,0,0,to the left of;in front of;near,
group_1/000144,2,12,0.501233,0.347658,0,0,0,to the left of;in front of;near,
group_1/000144,2,13,6.367321,0.389280,0,0,0,to the left of;in front of,
group_1/000144,3,0,0.000000,0.245157,0,0,0,to the left of;behind;near,
group_1/000144,3,1,2.655515,0.356391,0,0,0,to the left of;in front of,
group_1/000144,3,2,2.829207,0.363929,0,0,0,to the left of;in front of,
group_1/000144,3,4,0.000000,0.007622,0,1,1,on,on
group_1/000144,3,5,0.239132,0.146219,0,0,0,to the left of;near,
group_1/000144,3,6,1.930452,0.241859,0,0,0,to the left of,
group_1/000144,3,7,1.826764,0.345003,0,0,0,to the left of;in front of,
group_1/000144,3,8,1.366696,0.182926,0,0,0,to the left of;near,
group_1/000144,3,9,0.000000,0.037879,0,1,1,under,under
group_1/000144,3,10,2.380307,0.239164,0,0,0,to the left of;in front of,
group_1/000144,3,11,2.718998,0.776373,0,0,0,to the left of;in front of,
group_1/000144,3,12,2.392240,0.685551,0,0,0,to the left of;in front of,
group_1/000144,3,13,7.928606,0.720529,0,0,0,to the left of;in front of,
group_1/000144,4,0,0.000000,0.247337,0,0,0,to the left of;behind;near,
group_1/000144,4,1,2.624180,0.361540,0,0,0,to the left of;in front of,
group_1/000144,4,2,2.925885,0.370452,0,0,0,to the left of;in front of,
group_1/000144,4,3,0.000000,0.007622,0,1,1,under,under
group_1/000144,4,5,0.237868,0.153738,0,0,0,to the left of;near,
group_1/000144,4,6,1.893026,0.247691,0,0,0,to the left of;in front of,
group_1/000144,4,7,1.820300,0.351260,0,0,0,to the left of;in front of,
group_1/000144,4,8,1.525812,0.190300,0,0,0,to the left of,
group_1/000144,4,9,0.000000,0.045198,0,0,0,under;to the left of,
group_1/000144,4,10,2.337955,0.245238,0,0,0,to the left of;in front of,
group_1/000144,4,11,2.741410,0.783315,0,0,0,to the left of;in front of,
group_1/000144,4,12,2.428427,0.692249,0,0,0,to the left of;in front of,
group_1/000144,4,13,8.183972,0.727390,0,0,0,to the left of;in front of,
group_1/000144,5,0,0.000000,0.271160,0,1,0,to the left of;behind;near,behind
group_1/000144,5,1,2.906957,0.285091,0,0,0,to the left of,
group_1/000144,5,2,2.948025,0.243822,0,0,0,to the left of;in front of,
group_1/000144,5,3,0.239132,0.146219,0,0,0,to the right of;near,
group_1/000144,5,4,0.237868,0.153738,0,0,0,to the right of;near,
group_1/000144,5,6,1.929948,0.166348,0,0,0,to the left of,
group_1/000144,5,7,1.794430,0.234731,0,0,0,to the left of;in front of,
group_1/000144,5,8,0.842466,0.067105,0,0,0,to the left of;near,
group_1/000144,5,9,1.190365,0.110749,0,0,0,to the right of;near,
group_1/000144,5,10,2.636291,0.155510,0,0,0,to the left of,
group_1/000144,5,11,2.746144,0.639257,0,0,0,to the left of;in front of,
group_1/000144,5,12,2.334314,0.551112,0,0,0,to the left of;in front of,
group_1/000144,5,13,9.791357,0.582694,0,0,0,to the left of;in front of,
group_1/000144,6,0,0.246665,0.263794,0,0,0,to the right of;behind;near,
group_1/000144,6,1,0.645789,0.120766,0,0,0,to the left of;near,
group_1/000144,6,2,0.479875,0.170268,0,0,0,to the left of;in front of;near,
group_1/000144,6,3,1.930452,0.241859,0,0,0,to the right of,
group_1/000144,6,4,1.893026,0.247691,0,0,0,to the right of;behind,
group_1/000144,6,5,1.929948,0.166348,0,0,0,to the right of,
group_1/000144,6,7,0.000000,0.139532,0,1,0,to the left of;in front of;near,in front of
group_1/000144,6,8,1.112046,0.111623,0,0,0,to the right of;near,
group_1/000144,6,9,3.927073,0.224213,0,0,0,to the right of,
group_1/000144,6,10,0.000000,0.016421,0,1,0,in front of;near,in front of
group_1/000144,6,11,1.742376,0.584523,0,0,0,to the left of;in front of,
group_1/000144,6,12,1.252757,0.516512,0,0,0,to the left of;in front of;near,
group_1/000144,6,13,7.420085,0.555889,0,0,0,to the left of;in front of,
group_1/000144,7,0,0.398901,0.397530,0,0,0,to the right of;behind;near,
group_1/000144,7,1,0.274190,0.148299,0,0,0,to the left of;behind;near,
group_1/000144,7,2,0.000000,0.038598,0,1,1,under,under
group_1/000144,7,3,1.826764,0.345003,0,0,0,to the right of;behind,
group_1/000144,7,4,1.820300,0.351260,0,0,0,to the right of;behind,
group_1/000144,7,5,1.794430,0.234731,0,0,0,to the right of;behind,
group_1/000144,7,6,0.000000,0.139532,0,1,0,to the right of;behind;near,behind
group_1/000144,7,8,1.185773,0.195815,0,0,0,to the right of;behind;near,
group_1/000144,7,9,3.211673,0.321955,0,0,0,to the right of;behind,
group_1/000144,7,10,0.110742,0.130402,0,0,0,to the right of;behind;near,
group_1/000144,7,11,0.924850,0.454446,0,0,0,to the left of;in front of;near,
group_1/000144,7,12,0.370962,0.381845,0,0,0,to the left of;in front of;near,
group_1/000144,7,13,4.034554,0.424693,0,0,0,to the left of;in front of,
group_1/000144,8,0,0.000000,0.243080,0,1,0,to the right of;behind;near,behind
group_1/000144,8,1,2.627778,0.226600,0,0,0,to the left of;in front of,
group_1/000144,8,2,2.321906,0.209507,0,0,0,to the left of;in front of,
group_1/000144,8,3,1.366696,0.182926,0,0,0,to the right of;near,
group_1/000144,8,4,1.525812,0.190300,0,0,0,to the right of,
group_1/000144,8,5,0.842466,0.067105,0,0,0,to the right of;near,
group_1/000144,8,6,1.112046,0.111623,0,0,0,to the left of;near,
group_1/000144,8,7,1.185773,0.195815,0,0,0,to the left of;in front of;near,
group_1/000144,8,9,3.774623,0.152426,0,0,0,to the right of,
group_1/000144,8,10,1.851629,0.101941,0,0,0,to the left of;in front of,
group_1/000144,8,11,2.558220,0.610752,0,0,0,to the left of;in front of,
group_1/000144,8,12,2.085872,0.532678,0,0,0,to the left of;in front of,
group_1/000144,8,13,12.752318,0.565227,0,0,0,to the left of;in front of,
group_1/000144,9,0,0.300142,0.243733,0,0,0,to the left of;behind;near,
group_1/000144,9,1,4.852068,0.342458,0,0,0,to the left of;in front of,
group_1/000144,9,2,5.727524,0.338353,0,0,0,to the left of;in front of,
group_1/000144,9,3,0.000000,0.037879,0,1,1,on,on
group_1/000144,9,4,0.000000,0.045198,0,0,0,on;to the right of,
group_1/000144,9,5,1.190365,0.110749,0,0,0,to the left of;near,
group_1/000144,9,6,3.927073,0.224213,0,0,0,to the left of,
group_1/000144,9,7,3.211673,0.321955,0,0,0,to the left of;in front of,
group_1/000144,9,8,3.774623,0.152426,0,0,0,to the left of,
group_1/000144,9,10,6.207582,0.219677,0,0,0,to the left of;in front of,
group_1/000144,9,11,3.596241,0.746002,0,0,0,to the left of;in front of,
group_1/000144,9,12,3.298568,0.655543,0,0,0,to the left of;in front of,
group_1/000144,9,13,16.179129,0.689103,0,0,0,to the left of;in front of,
group_1/000144,10,0,0.203824,0.271737,0,0,0,to the right of;behind;near,
group_1/000144,10,1,1.112000,0.130110,0,0,0,to the left of;behind;near,
group_1/000144,10,2,1.776659,0.159375,0,0,0,to the left of;in front of,
group_1/000144,10,3,2.380307,0.239164,0,0,0,to the right of;behind,
group_1/000144,10,4,2.337955,0.245238,0,0,0,to the right of;behind,
group_1/000144,10,5,2.636291,0.155510,0,0,0,to the right of,
group_1/000144,10,6,0.000000,0.016421,0,1,0,behind;near,behind
group_1/000144,10,7,0.110742,0.130402,0,0,0,to the left of;in front of;near,
group_1/000144,10,8,1.851629,0.101941,0,0,0,to the right of;behind,
group_1/000144,10,9,6.207582,0.219677,0,0,0,to the right of;behind,
group_1/000144,10,11,2.168016,0.575779,0,0,0,to the left of;in front of,
group_1/000144,10,12,1.709614,0.505504,0,0,0,to the left of;in front of,
group_1/000144,10,13,13.268440,0.544556,0,0,0,to the left of;in front of,
group_1/000144,11,0,1.575372,0.808842,0,0,0,to the right of;behind,
group_1/000144,11,1,1.116590,0.544934,0,0,0,to the right of;behind;near,
group_1/000144,11,2,1.136078,0.423711,0,0,0,to the right of;behind;near,
group_1/000144,11,3,2.718998,0.776373,0,0,0,to the right of;behind,
group_1/000144,11,4,2.741410,0.783315,0,0,0,to the right of;behind,
group_1/000144,11,5,2.746144,0.639257,0,0,0,to the right of;behind,
group_1/000144,11,6,1.742376,0.584523,0,0,0,to the right of;behind,
group_1/000144,11,7,0.924850,0.454446,0,0,0,to the right of;behind;near,
group_1/000144,11,8,2.558220,0.610752,0,0,0,to the right of;behind,
group_1/000144,11,9,3.596241,0.746002,0,0,0,to the right of;behind,
group_1/000144,11,10,2.168016,0.575779,0,0,0,to the right of;behind,
group_1/000144,11,12,0.000000,0.129029,0,1,0,to the right of;in front of;near,to the right of
group_1/000144,11,13,0.130732,0.117572,0,0,0,to the right of;near,
group_1/000144,12,0,1.206327,0.751146,0,0,0,to the right of;behind;near,
group_1/000144,12,1,0.940664,0.497759,0,0,0,to the right of;behind;near,
group_1/000144,12,2,0.501233,0.347658,0,0,0,to the right of;behind;near,
group_1/000144,12,3,2.392240,0.685551,0,0,0,to the right of;behind,
group_1/000144,12,4,2.428427,0.692249,0,0,0,to the right of;behind,
group_1/000144,12,5,2.334314,0.551112,0,0,0,to the right of;behind,
group_1/000144,12,6,1.252757,0.516512,0,0,0,to the right of;behind;near,
group_1/000144,12,7,0.370962,0.381845,0,0,0,to the right of;behind;near,
group_1/000144,12,8,2.085872,0.532678,0,0,0,to the right of;behind,
group_1/000144,12,9,3.298568,0.655543,0,0,0,to the right of;behind,
group_1/000144,12,10,1.709614,0.505504,0,0,0,to the right of;behind,
group_1/000144,12,11,0.000000,0.129029,0,1,0,to the left of;behind;near,to the left of
group_1/000144,12,13,0.000000,0.056254,0,0,0,near,
group_1/000144,13,0,3.966003,0.781765,0,0,0,to the right of;behind,
group_1/000144,13,1,6.863686,0.540030,0,0,0,to the right of;behind,
group_1/000144,13,2,6.367321,0.389280,0,0,0,to the right of;behind,
group_1/000144,13,3,7.928606,0.720529,0,0,0,to the right of;behind,
